MSG,7,111,11111,AB3446,111111,2022/06/20,22:00:08.233,2022/06/20,22:00:08.196,,2900,,,,,,,,,,0
MSG,3,111,11111,AB3446,111111,2022/06/20,22:00:08.292,2022/06/20,22:00:08.262,,2900,,,32.89233,-97.49147,,,,,,0
MSG,5,111,11111,A83C94,111111,2022/06/20,22:00:08.487,2022/06/20,22:00:08.457,,20000,,,,,,,0,,0,0
MSG,4,111,11111,A83C94,111111,2022/06/20,22:00:08.593,2022/06/20,22:00:08.588,,,281,262,,,-64,,,,,0
MSG,8,111,11111,A83C94,111111,2022/06/20,22:00:08.629,2022/06/20,22:00:08.589,,,,,,,,,,,,0
MSG,5,111,11111,AB3446,111111,2022/06/20,22:00:08.712,2022/06/20,22:00:08.654,,2900,,,,,,,0,,0,0
MSG,3,111,11111,AB3446,111111,2022/06/20,22:00:08.801,2022/06/20,22:00:08.785,,2900,,,32.89252,-97.49130,,,,,,0
MSG,5,111,11111,A83C94,111111,2022/06/20,22:00:08.814,2022/06/20,22:00:08.785,,20000,,,,,,,0,,0,0
MSG,8,111,11111,AB3446,111111,2022/06/20,22:00:08.815,2022/06/20,22:00:08.785,,,,,,,,,,,,0
MSG,1,111,11111,A83C94,111111,2022/06/20,22:00:08.824,2022/06/20,22:00:08.785,PKW833  ,,,,,,,,,,,0
MSG,5,111,11111,AB3446,111111,2022/06/20,22:00:08.865,2022/06/20,22:00:08.850,,2900,,,,,,,0,,0,0
MSG,7,111,11111,AB3446,111111,2022/06/20,22:00:08.924,2022/06/20,22:00:08.916,,2900,,,,,,,,,,0
MSG,3,111,11111,A83C94,111111,2022/06/20,22:00:09.005,2022/06/20,22:00:08.981,,20000,,,32.97756,-97.43735,,,,,,0
MSG,4,111,11111,A83C94,111111,2022/06/20,22:00:09.005,2022/06/20,22:00:08.982,,,282,262,,,-64,,,,,0
MSG,4,111,11111,AB3446,111111,2022/06/20,22:00:09.013,2022/06/20,22:00:08.982,,,93,36,,,64,,,,,0
MSG,7,111,11111,AB3446,111111,2022/06/20,22:00:09.090,2022/06/20,22:00:09.049,,2900,,,,,,,,,,0
MSG,8,111,11111,A263DC,111111,2022/06/20,22:00:09.200,2022/06/20,22:00:09.178,,,,,,,,,,,,0
MSG,4,111,11111,A87CA9,111111,2022/06/20,22:00:09.292,2022/06/20,22:00:09.244,,,82,344,,,128,,,,,0
MSG,3,111,11111,AB3446,111111,2022/06/20,22:00:09.372,2022/06/20,22:00:09.311,,2900,,,32.89269,-97.49116,,,,,,0
MSG,7,111,11111,A263DC,111111,2022/06/20,22:00:09.374,2022/06/20,22:00:09.311,,16950,,,,,,,,,,0
MSG,7,111,11111,AB3446,111111,2022/06/20,22:00:09.403,2022/06/20,22:00:09.375,,2900,,,,,,,,,,0
MSG,4,111,11111,AB3446,111111,2022/06/20,22:00:09.433,2022/06/20,22:00:09.375,,,92,37,,,128,,,,,0
MSG,5,111,11111,A83C94,111111,2022/06/20,22:00:09.437,2022/06/20,22:00:09.376,,20000,,,,,,,0,,0,0
MSG,4,111,11111,A83C94,111111,2022/06/20,22:00:09.592,2022/06/20,22:00:09.571,,,281,262,,,-64,,,,,0
MSG,8,111,11111,A83C94,111111,2022/06/20,22:00:09.602,2022/06/20,22:00:09.572,,,,,,,,,,,,0
MSG,8,111,11111,AB3446,111111,2022/06/20,22:00:09.730,2022/06/20,22:00:09.702,,,,,,,,,,,,0
MSG,5,111,11111,AB3446,111111,2022/06/20,22:00:09.751,2022/06/20,22:00:09.703,,2900,,,,,,,0,,0,0
MSG,5,111,11111,AB3446,111111,2022/06/20,22:00:09.762,2022/06/20,22:00:09.703,,2900,,,,,,,0,,0,0
MSG,7,111,11111,AB3446,111111,2022/06/20,22:00:09.828,2022/06/20,22:00:09.769,,2900,,,,,,,,,,0
MSG,4,111,11111,A526E2,111111,2022/06/20,22:00:09.849,2022/06/20,22:00:09.833,,,276,0,,,-2240,,,,,0
MSG,4,111,11111,AB3446,111111,2022/06/20,22:00:09.883,2022/06/20,22:00:09.834,,,92,37,,,128,,,,,0
MSG,3,111,11111,AB3446,111111,2022/06/20,22:00:09.956,2022/06/20,22:00:09.901,,2900,,,32.89288,-97.49097,,,,,,0
MSG,7,111,11111,A263DC,111111,2022/06/20,22:00:09.981,2022/06/20,22:00:09.964,,16950,,,,,,,,,,0
MSG,4,111,11111,A83C94,111111,2022/06/20,22:00:10.152,2022/06/20,22:00:10.096,,,281,262,,,-64,,,,,0
MSG,3,111,11111,AB3446,111111,2022/06/20,22:00:10.421,2022/06/20,22:00:10.359,,2900,,,32.89307,-97.49081,,,,,,0
